# Dataplane.org - for operators, by operators
# dnsversion
# 2025-09-30 12:00 - 2025-10-07 12:00
#
# The dnsversion report is free for non-commercial use ONLY.  If you wish
# to discuss commercial use of this service, please contact us at
# info@dataplane.org.  Redistribution of the dnsversion report in whole or
# in part without the express permission of Dataplane.org is expressly
# prohibited.
#
# This report is made possible through the generous support of people
# like you.  Sensor, processing, and distribution systems require
# non-free resources to setup and maintain.  We are always looking for
# financial contributions to help pay the bills and hosting to increase
# visibility.  If you find what we do useful, please consider supporting
# us.
#
# This report is informational.  This is not a block list.  Deriving
# malicious or benign intent for an individual entry in the face of
# NATs, address spoofing, and certain types of Internet activity
# (e.g., surveying research) can be difficult.  The report is provided
# on an as-is basis with no expressed warranty or guarantee of accuracy.
# Use of this data is at your own risk.  If you have questions about
# this report do not hesitate to contact us.
#
# Entries below are records of source IP addresses that have been
# identified as sending DNS CH TXT VERSION.BIND queries.
# Each entry is sorted according to a route originating ASN.  An entry
# for the IP address is listed only once even if there are multiple
# origin AS (MOAS) announcements for the covering prefix.  We use the
# PyASN IP address to ASN mapping service to construct an origin AS
# number and name.  For details about PyASN, see:
#
#   <https://pypi.org/project/pyasn/>.
#
# The report format is as follows:
#
# ASN  |  ASname  |  ipaddr  |  lastseen  |  category
#
# Each field is described below.  Please note any special formatting
# rules to aid in processing this file with automated tools and scripts.
# Blank lines may be present to improve the visual display of this file.
# Lines beginning with a hash ('#') character are comment lines.  All
# other lines are report entries.  Each field is separated by a pipe
# symbol ('|') and at least two whitespace characters on either side.
#
#   ASN        Autonomous system number originating a route for the
#              entry IP address. Note, 4-byte ASNs are supported and
#              will be displayed as a 32-bit integer.  NA is shown if
#              an origin ASN cannot be found.
#
#   ASname     A descriptive network name for the associated ASN.  The
#              name is truncated to 30 characters.  NA is shown if an
#              AS name cannot be found.
#
#   ipaddr     The IPv4 address that is being reported.
#
#   lastseen   A last seen timestamp formatted as YYYY-mm-dd HH:MM:SS
#              in UTC time.
#
#   category   Descriptive tag name for this entry.  For this report,
#              the text dnsversion will appear.
#
# A commented footer section shows an aggregate count of ASNs and
# addresses seen in the current report.
#
174          |  COGENT-174                      |  2.59.22.234      |  2025-10-07 11:31:43  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.40.10    |  2025-10-05 19:26:03  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.40.205   |  2025-10-06 06:39:09  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.40.244   |  2025-10-06 16:22:47  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.40.42    |  2025-10-04 19:19:01  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.41.115   |  2025-10-07 04:58:08  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.41.152   |  2025-10-05 06:45:09  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.41.182   |  2025-10-06 02:46:10  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.41.201   |  2025-10-06 04:16:56  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.41.205   |  2025-10-06 11:01:51  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.41.213   |  2025-10-06 10:25:59  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.41.232   |  2025-10-07 05:20:51  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.41.47    |  2025-10-06 23:37:32  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.41.50    |  2025-10-06 14:47:17  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.41.56    |  2025-10-05 19:11:10  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.41.6     |  2025-10-02 18:22:12  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.41.97    |  2025-10-04 21:54:30  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.42.209   |  2025-10-05 18:10:02  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.43.179   |  2025-10-01 11:06:44  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.51.193   |  2025-10-03 23:14:41  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.51.225   |  2025-10-05 13:18:31  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.51.27    |  2025-10-06 08:32:42  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.51.90    |  2025-10-05 02:20:27  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.54.189   |  2025-10-06 22:05:49  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  165.154.6.224    |  2025-10-06 06:37:28  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  169.197.113.175  |  2025-10-07 04:34:36  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  36.255.223.21    |  2025-10-04 19:05:35  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  45.194.70.248    |  2025-10-07 06:23:22  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  45.194.70.249    |  2025-10-06 11:31:19  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  45.194.70.250    |  2025-09-30 19:00:49  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  45.194.70.251    |  2025-10-07 03:19:27  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  45.194.70.252    |  2025-10-06 19:39:22  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  45.194.70.253    |  2025-10-06 23:48:26  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  45.194.70.254    |  2025-10-01 10:54:43  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  45.249.246.17    |  2025-10-07 02:20:12  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  45.43.62.77      |  2025-10-06 20:27:21  |  dnsversion
135377       |  UCLOUD-HK-AS-AP UCLOUD INFORMA  |  45.43.63.181     |  2025-10-07 11:32:37  |  dnsversion
137687       |  CHINATELECOM-HENAN-LUOYANG-IDC  |  123.160.221.134  |  2025-10-03 06:45:32  |  dnsversion
137687       |  CHINATELECOM-HENAN-LUOYANG-IDC  |  123.160.221.136  |  2025-10-05 12:31:32  |  dnsversion
137687       |  CHINATELECOM-HENAN-LUOYANG-IDC  |  123.160.221.138  |  2025-10-05 21:32:43  |  dnsversion
137687       |  CHINATELECOM-HENAN-LUOYANG-IDC  |  123.160.221.140  |  2025-10-04 08:14:17  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.10   |  2025-10-06 18:59:45  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.109  |  2025-10-04 03:45:43  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.111  |  2025-10-05 13:50:47  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.113  |  2025-10-01 15:07:20  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.127  |  2025-10-04 07:36:14  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.131  |  2025-10-01 10:37:40  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.171  |  2025-10-05 13:55:47  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.205  |  2025-10-04 19:41:00  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.214  |  2025-10-05 20:42:18  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.22   |  2025-10-03 20:28:45  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.224  |  2025-09-30 16:11:39  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.235  |  2025-10-01 13:35:54  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.237  |  2025-10-06 03:31:20  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.242  |  2025-10-02 01:34:49  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.63   |  2025-10-03 05:47:47  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.94   |  2025-10-05 11:34:52  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.232.98   |  2025-09-30 21:51:40  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.233.135  |  2025-10-06 13:56:16  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.233.136  |  2025-10-07 05:39:39  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.233.179  |  2025-10-03 18:33:31  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.233.199  |  2025-10-03 19:25:23  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.233.226  |  2025-10-05 21:23:34  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.233.46   |  2025-10-01 09:01:37  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.233.5    |  2025-10-02 18:30:36  |  dnsversion
140061       |  CHINANET-QINGHAI-AS-AP Qinghai  |  220.167.233.75   |  2025-10-07 01:05:52  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.120      |  2025-10-07 01:05:54  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.128      |  2025-10-04 08:17:57  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.148      |  2025-10-04 13:32:10  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.160      |  2025-10-05 12:18:42  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.177      |  2025-10-06 05:44:55  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.179      |  2025-10-06 07:35:27  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.189      |  2025-10-06 05:48:47  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.204      |  2025-10-01 06:31:48  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.205      |  2025-10-04 08:34:44  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.211      |  2025-10-02 09:35:19  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.230      |  2025-10-05 02:50:42  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.245      |  2025-09-30 20:34:33  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.27       |  2025-10-04 02:18:35  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.29       |  2025-10-04 13:00:30  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.35       |  2025-10-01 16:34:24  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.36       |  2025-10-06 21:57:12  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.46       |  2025-10-01 04:00:31  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.61       |  2025-10-03 09:57:58  |  dnsversion
140726       |  UNICOM-HEFEI-MAN UNICOM AnHui   |  36.32.3.74       |  2025-10-05 17:27:59  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.206.139  |  2025-10-06 06:40:58  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.206.204  |  2025-10-04 10:38:00  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.206.222  |  2025-10-05 08:46:00  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.206.223  |  2025-10-04 18:59:29  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.206.250  |  2025-10-06 08:12:36  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.206.71   |  2025-10-07 11:39:55  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.212.26   |  2025-10-04 22:47:33  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.226.195  |  2025-10-07 00:23:56  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.226.219  |  2025-10-01 17:04:39  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.227.205  |  2025-10-03 00:03:37  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.227.248  |  2025-10-04 08:41:58  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.227.35   |  2025-10-04 21:47:59  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.228.190  |  2025-10-04 12:00:49  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.232.177  |  2025-10-03 07:51:47  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.232.190  |  2025-10-04 09:12:42  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.237.241  |  2025-10-03 13:21:28  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.237.247  |  2025-10-01 21:59:31  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.238.245  |  2025-10-03 19:13:52  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.238.254  |  2025-10-02 18:49:01  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.239.161  |  2025-10-06 08:38:03  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.239.178  |  2025-10-03 22:58:03  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.239.22   |  2025-10-03 11:53:50  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.239.36   |  2025-10-06 10:34:55  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.243.244  |  2025-10-05 00:39:35  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.243.43   |  2025-10-04 08:43:03  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.246.244  |  2025-10-02 20:24:58  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.246.246  |  2025-10-07 11:40:17  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.246.251  |  2025-10-01 23:35:28  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.247.13   |  2025-10-02 10:34:32  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.247.83   |  2025-10-02 13:03:49  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.253.241  |  2025-10-01 14:26:17  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.253.242  |  2025-10-01 23:13:33  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.253.247  |  2025-10-04 01:24:46  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.253.250  |  2025-10-01 00:32:02  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.253.251  |  2025-10-07 00:44:11  |  dnsversion
142002       |  SCLOUDPTELTD-AS Scloud Pte Ltd  |  165.154.253.252  |  2025-10-07 11:40:46  |  dnsversion
200651       |  FlokiNET FlokiNET ehf           |  185.100.87.136   |  2025-10-03 01:50:18  |  dnsversion
201401       |  NewVM-AS NewVM B.V.             |  31.14.32.4       |  2025-10-07 11:23:58  |  dnsversion
201401       |  NewVM-AS NewVM B.V.             |  31.14.32.5       |  2025-10-07 10:27:24  |  dnsversion
201401       |  NewVM-AS NewVM B.V.             |  31.14.32.6       |  2025-10-07 07:00:42  |  dnsversion
201401       |  NewVM-AS NewVM B.V.             |  31.14.32.7       |  2025-10-07 06:28:53  |  dnsversion
201401       |  NewVM-AS NewVM B.V.             |  31.14.32.8       |  2025-10-07 11:47:37  |  dnsversion
201688       |  BTKBTD Bilgi Teknolojileri ve   |  185.67.33.200    |  2025-10-07 07:45:57  |  dnsversion
201688       |  BTKBTD Bilgi Teknolojileri ve   |  185.67.33.240    |  2025-10-04 23:26:35  |  dnsversion
201688       |  BTKBTD Bilgi Teknolojileri ve   |  185.67.33.248    |  2025-10-05 14:07:29  |  dnsversion
202425       |  INT-NETWORK IP Volume inc       |  185.242.226.31   |  2025-10-04 08:27:10  |  dnsversion
202425       |  INT-NETWORK IP Volume inc       |  80.82.77.139     |  2025-10-07 01:36:36  |  dnsversion
202425       |  INT-NETWORK IP Volume inc       |  80.82.77.33      |  2025-10-07 03:08:34  |  dnsversion
202425       |  INT-NETWORK IP Volume inc       |  89.248.167.131   |  2025-10-07 10:07:00  |  dnsversion
202425       |  INT-NETWORK IP Volume inc       |  93.174.95.106    |  2025-10-07 06:30:23  |  dnsversion
202425       |  INT-NETWORK IP Volume inc       |  94.102.49.193    |  2025-10-07 10:49:58  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.1    |  2025-10-02 04:33:23  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.10   |  2025-10-02 04:41:48  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.100  |  2025-10-02 05:15:51  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.101  |  2025-10-02 05:23:45  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.102  |  2025-10-02 04:31:10  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.103  |  2025-10-02 05:13:22  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.106  |  2025-10-02 05:18:51  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.108  |  2025-10-02 04:11:16  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.111  |  2025-10-02 05:18:46  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.112  |  2025-10-02 05:46:39  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.115  |  2025-10-02 04:01:54  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.12   |  2025-10-02 05:00:47  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.120  |  2025-10-02 04:03:39  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.121  |  2025-10-02 05:40:31  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.122  |  2025-10-02 05:39:26  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.127  |  2025-10-02 04:26:12  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.128  |  2025-10-02 05:09:23  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.13   |  2025-10-02 05:44:54  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.130  |  2025-10-02 05:21:42  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.131  |  2025-10-02 05:43:22  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.132  |  2025-10-02 05:19:56  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.135  |  2025-10-02 05:42:34  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.136  |  2025-10-02 05:21:57  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.137  |  2025-10-02 04:10:47  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.139  |  2025-10-02 05:21:40  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.14   |  2025-10-02 05:11:42  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.148  |  2025-10-02 05:19:53  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.149  |  2025-10-02 05:44:58  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.150  |  2025-10-02 05:37:02  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.154  |  2025-10-02 05:38:34  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.157  |  2025-10-02 04:10:34  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.158  |  2025-10-02 04:05:19  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.159  |  2025-10-02 05:21:40  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.162  |  2025-10-02 05:47:29  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.163  |  2025-10-02 05:36:15  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.164  |  2025-10-02 04:59:25  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.165  |  2025-10-02 05:25:52  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.167  |  2025-10-02 04:06:36  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.168  |  2025-10-02 05:36:24  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.171  |  2025-10-02 05:14:10  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.172  |  2025-10-02 05:45:22  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.173  |  2025-10-02 05:41:48  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.174  |  2025-10-02 04:12:55  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.175  |  2025-10-02 04:32:40  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.176  |  2025-10-02 04:58:52  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.177  |  2025-10-02 05:41:48  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.18   |  2025-10-02 04:49:11  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.181  |  2025-10-02 05:19:47  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.182  |  2025-10-02 05:27:26  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.183  |  2025-10-02 04:18:39  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.185  |  2025-10-02 04:36:38  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.186  |  2025-10-02 05:01:32  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.187  |  2025-10-02 05:04:25  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.188  |  2025-10-02 05:11:27  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.190  |  2025-10-02 05:23:35  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.191  |  2025-10-02 04:59:33  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.193  |  2025-10-02 05:17:02  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.196  |  2025-10-02 05:22:29  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.197  |  2025-10-02 04:13:27  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.2    |  2025-10-02 05:37:06  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.203  |  2025-10-02 05:01:58  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.205  |  2025-10-02 05:37:45  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.206  |  2025-10-02 05:30:47  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.207  |  2025-10-02 05:04:17  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.209  |  2025-10-02 04:15:45  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.21   |  2025-10-02 04:21:12  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.210  |  2025-10-02 04:30:28  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.211  |  2025-10-02 04:51:30  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.212  |  2025-10-02 05:22:01  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.213  |  2025-10-02 04:32:40  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.214  |  2025-10-02 05:07:13  |  dnsversion
